DAP,Env,LON,LAT,DOY,YYYYMMDD,daysFromStart,T2M,T2M_MAX,T2M_MIN,T2MDEW,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,PRECTOT,EVPTRNS,QV2M,RH2M,GWETROOT,GWETTOP,FROST_DAYS,WS2M,P_ETP,VPD,N,RTA,n,TH1,TH2,n.1,N.1,RTA.1,VPD.1,SPV,ETP,PETP,GDD,FRUE,T2M_RANGE,PTT,PTR,PAR_TEMP
111,WIH2.2021,-89.3317344,43.3200975,254,2021-09-11,111,21.94,30.33,14.54,16,33.55,13.48,7.1,5.81,0.64,0.01,0.01,2.42,11.81,71.65,0.4,0.39,0,2.63,-2.41,1.17144256,12.77,29.633,3.06,69.3882599,68.9,5.67162482269713,12.4680026723024,29.6332499551181,1.17144255970586,0.165040755251292,6.0612828687458,-6.0512828687458,14.435,0.656136363636364,15.79,184.33495,0.884655351576031,0.264813127
112,WIH2.2021,-89.3317344,43.3200975,255,2021-09-12,112,19.37,24.66,16.08,14.52,33.83,6.28,0.73,3.16,0.43,0.01,6.61,1.57,10.56,75.1,0.4,0.45,0,2.35,5.04,0.812511249,12.721,29.372,0.316,65.6518013,65.7972,2.65498075399254,12.4175817467166,29.3721200246408,0.812511249183325,0.147778402325933,2.78305797287975,3.82694202712026,12.37,0.562272727272727,8.58,157.35877,1.02837510105093,0.163138875
113,WIH2.2021,-89.3317344,43.3200975,256,2021-09-13,113,17.87,21.22,15.33,16.3,33.39,6.75,1.5,3.34,0.44,0.01,10.18,0.48,11.84,90.61,0.42,0.53,0,2.35,9.7,0.277932755,12.673,29.11,0.653,63.84755693,64.938,2.86768589248274,12.3670956512314,29.1098463275348,0.277932755224378,0.131851138140797,2.94231309018864,7.23768690981136,10.275,0.467045454545455,5.89,130.215075,1.23338199513382,0.186905428
114,WIH2.2021,-89.3317344,43.3200975,257,2021-09-14,114,19.55,21.67,14.2,14.86,32.01,9.48,5.37,4.44,0.61,0.01,0.2,2.24,10.92,75.22,0.42,0.47,0,4.01,-2.04,0.41529401,12.624,28.847,2.35,65.9374949,66.0996,4.04766146534956,12.3165525104622,28.846512683614,0.415294009833947,0.129408824635825,4.12048864363149,-3.92048864363149,9.935,0.451590909090909,7.47,125.41944,1.27065928535481,0.227109974
115,WIH2.2021,-89.3317344,43.3200975,258,2021-09-15,115,17.03,24.03,9.65,8.56,26.64,20.73,31.87,9.13,1.14,0.02,0,3.44,7.11,61.9,0.42,0.43,0,1.61,-3.44,0.979966206,12.576,28.582,14.023,61.6787543,61.3116,8.89621238978446,12.2659603630932,28.5822041095719,0.97996620603428,0.121802037829807,8.92419659825727,-8.92419659825727,8.84,0.401818181818182,14.38,111.17184,1.42262443438914,0.536112742
116,WIH2.2021,-89.3317344,43.3200975,259,2021-09-16,116,19.51,27.66,11.46,10.42,26.97,20.45,31.43,9.08,1.11,0.02,0,3.57,8.05,59.14,0.41,0.41,0,3.75,-3.57,1.26657405,12.527,28.317,13.904,65.06891186,64.4612,8.82167535219093,12.2153271735468,28.3170067732078,1.26657405014821,0.141437549355352,9.00696089210267,-9.00696089210267,11.56,0.525454545454546,16.2,144.81212,1.08365051903114,0.465402358
117,WIH2.2021,-89.3317344,43.3200975,260,2021-09-17,117,18.72,26.55,12.09,12.09,29.32,15.73,17.01,7.3,0.93,0.02,0.07,2.58,9.06,66.74,0.4,0.4,0,3.21,-2.51,1.030656417,12.478,28.051,7.567,64.28817072,64.2724,6.82150585986512,12.1646608437372,28.0510079450066,1.03065641725753,0.139603607673445,6.91507958477909,-6.84507958477909,11.32,0.514545454545455,14.46,141.25096,1.10229681978799,0.389957265
118,WIH2.2021,-89.3317344,43.3200975,261,2021-09-18,118,17.07,25.82,8.56,9.72,26.54,20.27,30.23,8.9,1.09,0.02,0,2.51,7.62,65.59,0.4,0.4,0,2.3,-2.51,1.014963031,12.429,27.784,13.523,61.83158087,61.7692,8.83773181280981,12.1139692248944,27.7842959471455,1.01496303054497,0.124191049547703,8.75354605862818,-8.75354605862818,9.19,0.417727272727273,17.26,114.22251,1.35244831338411,0.521382542
119,WIH2.2021,-89.3317344,43.3200975,262,2021-09-19,119,22.27,30.86,12.94,15.64,31.65,18.4,24.94,8.41,1.03,0.02,0,2.86,11.5,68.34,0.4,0.39,0,2.68,-2.86,1.197471187,12.38,27.517,11.221,69.63320482,69.1004,8.06644286196772,12.0632601294447,27.5169601000107,1.19747118712993,0.160412852431335,8.24375358239069,-8.24375358239069,13.9,0.631818181818182,17.92,172.082,0.890647482014389,0.377638078
120,WIH2.2021,-89.3317344,43.3200975,263,2021-09-20,120,23.46,28.3,16.63,18.81,34.18,9.42,4.78,4.49,0.61,0.01,14.62,2.31,13.96,76.62,0.4,0.42,0,4.44,12.31,0.698105649,12.332,27.249,2.163,72.14124148,71.4316,4.15273085021987,12.0125413429329,27.2490906663111,0.698105649312591,0.165303566769922,4.23654777972387,10.3834522202761,14.465,0.6575,11.67,178.38238,0.852540615278258,0.191389599
121,WIH2.2021,-89.3317344,43.3200975,264,2021-09-21,121,15.71,19.59,12.05,10,28.82,15.25,13.07,6.81,0.9,0.02,6.49,1.98,7.82,70.79,0.43,0.54,0,4.21,4.51,0.615409499,12.283,26.981,5.95,59.91202791,60.51,6.7610266589759,11.9618206359754,26.9807787928847,0.615409499392808,0.115060931614115,6.50312851541217,-0.0131285154121681,7.82,0.355454545454545,7.54,96.05306,1.57071611253197,0.433481859
122,WIH2.2021,-89.3317344,43.3200975,265,2021-09-22,122,12.95,18.02,8.49,6.93,25.76,18.05,23.24,7.96,1.01,0.02,0.19,1.8,6.3,69.15,0.42,0.45,0,3.5,-1.61,0.590770844,12.234,26.712,10.644,55.76642575,56.6448,8.04861193462226,11.911105776228,26.7121164503014,0.590770843759911,0.0994935206090652,7.49715197843795,-7.30715197843795,5.255,0.238863636363636,9.53,64.28967,2.32806850618459,0.614671815
123,WIH2.2021,-89.3317344,43.3200975,266,2021-09-23,123,13.11,20.12,6.45,6.13,25.33,19.83,34.36,8.79,1.08,0.02,0,2.1,6.02,65.99,0.42,0.43,0,3.29,-2.1,0.716593822,12.185,26.443,15.833,56.04730611,56.5168,8.89422816898332,11.8604045403579,26.4431963703694,0.716593821574698,0.099664660472881,8.23920032964173,-8.23920032964173,6.06,0.240227272727273,13.67,73.8411,2.01072607260726,0.670480549
124,WIH2.2021,-89.3317344,43.3200975,267,2021-09-24,124,14.69,25.25,7.96,8.25,27.61,15.64,16.62,7.15,0.91,0.02,2.61,2.32,7.01,69.71,0.41,0.44,0,3.94,0.29,1.051347027,12.136,26.174,7.706,58.36836501,58.86,7.05674732514845,11.8097247260057,26.174111981662,1.05134702693049,0.120219960382553,6.71859304772099,-4.10859304772099,8.625,0.391136363636364,17.29,104.673,1.40707246376812,0.486725664
125,WIH2.2021,-89.3317344,43.3200975,268,2021-09-25,125,12.34,19.79,6.09,3.88,25.51,15.76,16.71,7.04,0.91,0.02,0,1.48,5.19,62.42,0.41,0.44,0,3.02,-1.48,0.818059841,12.087,25.905,7.797,54.99494172,54.9368,7.15395923510588,11.7590741637242,25.9049573431839,0.818059841310137,0.0977115981165234,6.52314442580802,-6.52314442580802,5.895,0.224545454545455,13.7,71.252865,2.05038167938931,0.570502431
126,WIH2.2021,-89.3317344,43.3200975,269,2021-09-26,126,17.06,26.06,8.5,8.39,29.31,15.04,14.76,6.94,0.89,0.02,0,2.14,7.18,58.84,0.41,0.41,0,3.39,-2.14,1.139980473,12.038,25.636,6.931,61.64220296,61.2804,6.86910739560815,11.7084607288818,25.6358270763055,1.13998047271376,0.12481175035628,6.5001552227792,-6.5001552227792,9.28,0.421818181818182,17.56,111.71264,1.29719827586207,0.406799531
127,WIH2.2021,-89.3317344,43.3200975,270,2021-09-27,127,17.82,25.41,11.95,13.2,29.44,17.44,27.14,8.02,0.98,0.02,0,2.3,9.72,76.34,0.41,0.41,0,2.38,-2.3,0.804452699,11.989,25.367,12.827,63.28533012,63.772,8.01494520558388,11.6578923535153,25.3668162950961,0.804452699337039,0.134811230049018,7.62753576763479,-7.62753576763479,10.68,0.485454545454545,13.46,128.04252,1.12256554307116,0.450056117
128,WIH2.2021,-89.3317344,43.3200975,271,2021-09-28,128,15.77,24.54,8.76,7.85,25.85,18.6,32.38,8.24,1,0.02,0,1.93,6.78,64.93,0.4,0.4,0,2.09,-1.93,1.043901997,11.94,25.098,15.404,59.92577639,59.796,8.60216097944152,11.607377038121,25.0980205351921,1.04390199730149,0.120521554093341,7.99343060812793,-7.99343060812793,8.65,0.393181818181818,15.78,103.281,1.38034682080925,0.522511097
129,WIH2.2021,-89.3317344,43.3200975,272,2021-09-29,129,17.75,27.77,9.13,10.98,26.75,17.53,28.9,7.68,0.94,0.02,0,1.98,8.35,69.34,0.4,0.39,0,1.76,-1.98,1.132885873,11.891,24.83,13.84,62.9466515,62.9028,8.15934942943972,11.5569228633669,24.8295356813434,1.13288587274563,0.133123361290533,7.65241805890713,-7.65241805890713,10.45,0.475,18.64,124.26095,1.13789473684211,0.432676056
130,WIH2.2021,-89.3317344,43.3200975,273,2021-09-30,130,19.3,28.36,12.42,13.64,28.66,15.65,17.75,6.92,0.84,0.02,0,1.67,9.9,73.27,0.4,0.39,0,1.78,-1.67,1.089211446,11.842,24.561,8.558,65.4550889,65.4104,7.33170321182005,11.5065380017138,24.5614578937816,1.08921144634631,0.147937958470433,6.9365188771299,-6.9365188771299,12.39,0.563181818181818,15.94,146.72238,0.955770782889427,0.358549223
131,WIH2.2021,-89.3317344,43.3200975,274,2021-10-01,131,21.16,29.22,13.59,14.21,30.96,14.71,17.06,6.63,0.81,0.02,0.65,1.98,10.4,66.05,0.4,0.4,0,2.11,-1.33,1.186166003,11.793,24.294,8.281,67.8308682,67.4756,6.9367729449161,11.4562307289291,24.2938835335607,1.18616600312664,0.156229065322506,6.56792417908882,-5.91792417908882,13.405,0.609318181818182,15.63,158.085165,0.879746363297277,0.313327032
132,WIH2.2021,-89.3317344,43.3200975,275,2021-10-02,132,21,26.13,17.17,17.64,33.41,11.63,9.59,5.36,0.69,0.01,4.82,1,12.94,81.9,0.4,0.43,0,2.2,3.82,0.655279643,11.744,24.027,4.687,68.62531,68.5504,5.52097189256231,11.4060094354773,24.0269090870224,0.65527964322834,0.158288153438034,5.20161914306114,-0.381619143061136,13.65,0.620454545454545,8.96,160.3056,0.860366300366301,0.255238095
133,WIH2.2021,-89.3317344,43.3200975,276,2021-10-03,133,18.85,23.12,15.51,16.65,33.46,7.07,1.2,3.5,0.49,0.01,7.14,0.71,12.14,87.85,0.4,0.49,0,1.99,6.43,0.400844543,11.695,23.761,0.591,65.40007775,66.044,3.37895445396573,11.3558826377717,23.7606310895423,0.400844543098801,0.139565615672023,3.10792656576986,4.03207343423014,11.315,0.514318181818182,7.61,132.328925,1.03358373840035,0.185676393
134,WIH2.2021,-89.3317344,43.3200975,277,2021-10-04,134,17.38,22.7,13.58,14.97,33.45,5.79,1.97,2.89,0.42,0.01,2.77,1.12,10.84,86.56,0.42,0.49,0,2.79,1.65,0.455136379,11.646,23.495,0.976,62.89340672,63.9692,2.7861466965193,11.305858989269,23.4951460487157,0.455136378550937,0.130876761769423,2.5209964079767,0.249003592023296,10.14,0.460909090909091,9.12,118.09044,1.14852071005917,0.166283084
135,WIH2.2021,-89.3317344,43.3200975,278,2021-10-05,135,17.07,22.96,12.89,13.9,32.64,6.75,2.35,3.35,0.49,0.01,0.04,1.71,10.02,82.7,0.41,0.44,0,2.77,-1.67,0.556559132,11.597,23.231,1.173,62.2763211,63.274,3.27059165693893,11.2559472913894,23.2305503671432,0.556559131959686,0.12933757640213,2.9336425372998,-2.8936425372998,9.925,0.451136363636364,10.07,115.100225,1.16846347607053,0.196250732
136,WIH2.2021,-89.3317344,43.3200975,279,2021-10-06,136,18.05,24.22,13.85,14.81,31.23,13.89,17.82,6.41,0.81,0.02,0.48,1.8,10.64,81.89,0.41,0.43,0,2.82,-1.32,0.61871111,11.548,22.967,8.96,63.84356355,64.5816,6.77728561349845,11.2061565042424,22.96694026498,0.618711109548165,0.137451986797033,6.09238063416893,-5.61238063416893,11.035,0.501590909090909,10.37,127.43218,1.0464884458541,0.355124654
137,WIH2.2021,-89.3317344,43.3200975,280,2021-10-07,137,18.05,21.52,15.29,16.65,32.46,3.87,1.24,2.06,0.31,0.01,7.6,0.39,12.06,91.73,0.41,0.5,0,2.65,7.21,0.257329819,11.5,22.704,0.628,64.19480235,65.244,1.90164092979094,11.1564957571401,22.7044117024125,0.257329819472428,0.132795229054159,1.68875205070912,5.91124794929088,10.405,0.472954545454546,6.23,119.6575,1.10523786641038,0.114127424
138,WIH2.2021,-89.3317344,43.3200975,281,2021-10-08,138,18.33,23.74,14.58,15.28,31.8,8.09,5.42,3.88,0.52,0.01,1.53,1.35,11.07,84.21,0.42,0.48,0,1.22,0.18,0.562371666,11.451,22.443,2.765,64.38660607,65.0308,4.00370632851589,11.106974358874,22.4430603022273,0.562371666002992,0.138392197290487,3.55194831627967,-2.02194831627967,11.16,0.507272727272727,9.16,127.79316,1.0260752688172,0.21167485
139,WIH2.2021,-89.3317344,43.3200975,282,2021-10-09,139,19.58,25.71,14.75,15.98,31.79,11.93,13.62,5.56,0.71,0.01,0.28,1.79,11.62,81,0.42,0.44,0,2.21,-1.51,0.675180065,11.403,22.183,7.001,66.278002,66.5328,5.94677459918368,11.057601807737,22.18298127264,0.675180064595966,0.146665579531298,5.2813957776465,-5.0013957776465,12.23,0.555909090909091,10.96,139.45869,0.932379394930499,0.283963228
140,WIH2.2021,-89.3317344,43.3200975,283,2021-10-10,140,19.91,24.43,18.06,17.68,33.35,5.8,0.93,2.95,0.42,0.01,3.8,0.85,13.05,87.58,0.41,0.46,0,3.83,2.95,0.543953623,11.354,21.924,0.482,67.16596622,67.4748,2.91223612904456,11.0083878012633,21.9242693305486,0.543953622940362,0.154896609877139,2.58673875489209,1.21326124510791,13.245,0.602045454545455,6.37,150.38373,0.857229143072858,0.14816675
141,WIH2.2021,-89.3317344,43.3200975,284,2021-10-11,141,17.1,21.06,14.25,15.18,32.06,4.05,0.31,2.13,0.31,0.01,10.07,0.32,11.22,88.78,0.42,0.52,0,1.41,9.75,0.335235213,11.306,21.667,0.162,62.4850262,63.7648,2.04852069693408,10.9593422456655,21.6670186253792,0.335235213087058,0.127426402365343,1.75611410356113,8.31388589643887,9.655,0.438863636363636,6.81,109.15943,1.17099948213361,0.124561404
142,WIH2.2021,-89.3317344,43.3200975,285,2021-10-12,142,15.36,18.71,12.68,13.53,32.55,4.43,2.29,2.25,0.33,0.01,0.79,0.72,9.93,89.26,0.43,0.52,0,2.39,0.07,0.261825173,11.257,21.411,1.204,59.55065264,61.4308,2.25737597732136,10.9104752649405,21.4113226636883,0.261825173441711,0.114257041214149,1.88684220091657,-1.09684220091657,7.695,0.349772727272727,6.03,86.622615,1.462897985705,0.146484375
143,WIH2.2021,-89.3317344,43.3200975,286,2021-10-13,143,16.22,19.91,11.96,14,31.26,4.18,0.88,2.12,0.3,0.01,2.27,0.73,10.3,87.35,0.43,0.49,0,3.57,1.54,0.263463804,11.209,21.157,0.466,60.9736383,62.46,2.145943368346,10.8617972096188,21.157274234688,0.263463803955868,0.115804747440862,1.78445094278965,0.485549057210351,7.935,0.360681818181818,7.95,88.943415,1.41260239445495,0.130702836
144,WIH2.2021,-89.3317344,43.3200975,287,2021-10-14,144,13.86,19.4,8.33,7.58,25.46,14.11,23.54,6.26,0.77,0.01,0.02,1.4,6.73,67.56,0.43,0.46,0,2.85,-1.38,0.632488924,11.161,20.905,12.568,57.13569784,57.7888,7.29854959845189,10.8133186651285,20.9049653368563,0.63248892399064,0.103022946428136,5.89946785640239,-5.87946785640239,5.865,0.266590909090909,11.07,65.459265,1.90298380221654,0.451659452
145,WIH2.2021,-89.3317344,43.3200975,288,2021-10-15,145,9.65,15.92,4.8,3.47,25.74,9.59,10.81,4.37,0.57,0.01,0.18,0.66,4.99,66.89,0.43,0.45,0,2.42,-0.48,0.551175747,11.113,20.654,5.816,50.94156615,52.0992,4.99827632514721,10.765050459745,20.6544871057953,0.551175747344144,0.0841119542566353,3.84811006079029,-3.66811006079029,3.96,0.107272727272727,11.12,44.00748,2.80631313131313,0.452849741
146,WIH2.2021,-89.3317344,43.3200975,289,2021-10-16,146,8.54,14.58,3.23,1.2,22.82,14.92,28.93,6.48,0.78,0.01,0,0.79,4.24,63.38,0.42,0.44,0,3.83,-0.79,0.548734583,11.065,20.406,15.687,49.51258548,50.172,7.83584461955829,10.7170036720947,20.4059297434953,0.548734582926698,0.0771804958258344,5.87112738696833,-5.87112738696833,3.29,0.0411363636363636,11.35,36.40385,3.36322188449848,0.758782201
147,WIH2.2021,-89.3317344,43.3200975,290,2021-10-17,147,9.68,18.23,3.12,1.58,23.08,14.39,28.7,6.3,0.75,0.01,0,0.98,4.33,60.95,0.42,0.43,0,2.27,-0.98,0.744400458,11.017,20.159,15.685,51.2659104,51.4488,7.61579077536668,10.6691896381813,20.1593824491636,0.744400457996333,0.0856805359335819,5.79746345263918,-5.79746345263918,5.115,0.121590909090909,15.11,56.351955,2.15386119257087,0.650826446
1,WIH3.2020,-89.5448839,44.1156288,142,2020-05-21,1,15.19,21.6,7.85,12.06,29.59,26.14,27.57,12.03,1.58,0.04,0.01,3.65,9.07,82.61,0.6,0.64,0,2.29,-3.64,0.412869479,14.969,40.222,10.26,59.21364441,60.7316,9.62804747263419,14.8147943827642,40.2219376531081,0.412869478865614,0.108179394790425,11.0274070890701,-11.0174070890701,6.8,0.305681818181818,13.75,101.7892,2.20132352941176,0.7919684
2,WIH3.2020,-89.5448839,44.1156288,143,2020-05-22,2,16.82,20.85,12.21,14.54,32.93,8.82,3.54,4.47,0.67,0.02,0.1,2.5,10.55,86.68,0.6,0.63,0,1.7,-2.4,0.287640965,15.001,40.336,1.317,61.96274024,63.2544,3.24619612632492,14.8457904433851,40.3364019348072,0.287640965413488,0.11971872733092,3.78626836569166,-3.68626836569166,8.53,0.387727272727273,8.64,127.95853,1.75861664712778,0.265755054
3,WIH3.2020,-89.5448839,44.1156288,144,2020-05-23,3,15.64,20.04,11.28,14.05,32.06,17.01,5,8.07,1.11,0.03,6.99,1.21,10.27,90.16,0.6,0.66,0,3.11,5.78,0.236905297,15.032,40.447,1.858,60.03553376,61.898,6.25608789934423,14.8759462435093,40.4469773560273,0.2369052972337,0.114032808500087,7.24252074253796,-0.252520742537955,7.66,0.348181818181818,8.76,115.14512,1.96240208877285,0.515984655
4,WIH3.2020,-89.5448839,44.1156288,145,2020-05-24,4,19.74,25.86,12.12,17.32,32.54,20.58,13.44,9.54,1.26,0.03,0.25,4.49,12.84,86.76,0.6,0.64,0,1.48,-4.24,0.396322424,15.062,40.554,4.992,66.83787976,67.1752,7.56405205279875,14.9052430152894,40.5536475837916,0.396322423553406,0.137114837813222,9.02346678789087,-8.77346678789087,10.99,0.499545454545454,13.74,165.53138,1.3705186533212,0.483282675
5,WIH3.2020,-89.5448839,44.1156288,146,2020-05-25,5,22.19,26.45,17.74,20.08,32.67,23.37,23.35,10.92,1.44,0.03,0.98,4.24,15.06,87.65,0.59,0.63,0,2.77,-3.26,0.391295687,15.091,40.656,8.667,70.99498965,70.6188,8.58412723648376,14.9336621822751,40.6563970436587,0.391295686795865,0.162086795490437,10.48437471126,-9.50437471126003,14.095,0.640681818181818,8.71,212.707645,1.07066335579993,0.492113565
6,WIH3.2020,-89.5448839,44.1156288,147,2020-05-26,6,22.87,27.12,17.82,20.64,33.13,21.48,16.25,10.12,1.34,0.03,1.12,4.04,15.6,87.47,0.59,0.63,0,2.61,-2.92,0.38307938,15.12,40.755,6.029,72.12083511,71.5004,7.88528031540762,14.9611853956009,40.7552109047494,0.383079379604823,0.165347403022688,9.660728864971,-8.54072886497101,14.47,0.657727272727273,9.3,218.7864,1.0449205252246,0.442501093
7,WIH3.2020,-89.5448839,44.1156288,148,2020-05-27,7,22.42,26.23,19.31,19.94,33.21,19.81,5.39,9.32,1.25,0.03,7.08,3.04,14.92,86.49,0.59,0.65,0,2.23,4.04,0.494206308,15.147,40.85,1.999,71.28927742,70.7984,7.26824148962469,14.9877945709083,40.8500750660977,0.494206308091833,0.167995601042271,8.92724715879765,-1.84724715879765,14.77,0.671363636363636,6.92,223.72119,1.02552471225457,0.415700268
8,WIH3.2020,-89.5448839,44.1156288,149,2020-05-28,8,18.74,21.14,13.77,17.59,31.82,7.23,0.25,3.78,0.56,0.01,44.18,0.43,12.98,93.03,0.63,0.77,0,1.99,43.75,0.030308097,15.174,40.941,0.093,65.43559378,66.2724,2.65131445917439,15.0134719258778,40.9409761443001,0.0303080972135881,0.126026202240565,3.1295460804922,41.0504539195078,9.455,0.429772727272727,7.37,143.47017,1.60486515071391,0.201707577
9,WIH3.2020,-89.5448839,44.1156288,150,2020-05-29,9,14.35,18.31,10.04,10.78,28.44,16.96,19.21,7.79,1.07,0.02,0.06,3.51,8.23,80.47,0.64,0.66,0,3.42,-3.45,0.374258898,15.2,41.028,7.117,57.84826055,59.4308,6.21644937269922,15.0382000182371,41.0279014624321,0.374258897712192,0.104857025378872,7.11429992307142,-7.05429992307142,6.175,0.280681818181818,8.27,93.86,2.46153846153846,0.542857143
10,WIH3.2020,-89.5448839,44.1156288,151,2020-05-30,10,13,18.34,7.4,8.48,25.81,29.44,36.13,12.95,1.67,0.03,0,3.57,7,76.12,0.62,0.65,0,2.86,-3.57,0.460756453,15.225,41.111,13.38,55.741484,57.2528,10.7860643391531,15.0619617841045,41.1108390401883,0.460756453239959,0.0973193262737501,12.17580280352,-12.17580280352,5.17,0.221363636363636,10.94,78.71325,2.94487427466151,
11,WIH3.2020,-89.5448839,44.1156288,152,2020-05-31,11,13.03,19.2,5.28,8.1,25.09,30.99,39.51,13.69,1.77,0.04,0,4.11,6.86,74.09,0.61,0.64,0,1.86,-4.11,0.477121879,15.249,41.19,14.627,55.81681773,57.146,11.3493234941436,15.0847405765158,41.1897775851967,0.477121879112559,0.0938487976535311,12.7248593387597,-12.7248593387597,5.6,0.192727272727273,13.92,85.3944,2.72303571428571,
12,WIH3.2020,-89.5448839,44.1156288,153,2020-06-01,12,17.76,22.54,11.14,15.24,32.02,12.07,4.19,5.91,0.83,0.02,0.9,1.94,11.35,85.19,0.6,0.65,0,4.74,-1.04,0.296712238,15.272,41.265,1.551,63.48187656,64.4464,4.41868401332987,15.1065202039767,41.2647064854481,0.296712237505295,0.121802037829807,5.19609517322553,-4.29609517322553,8.84,0.401818181818182,11.4,135.00448,1.72760180995475,0.33277027
13,WIH3.2020,-89.5448839,44.1156288,154,2020-06-02,13,23.96,29.43,18.92,21.57,32.32,26.96,27.39,12.43,1.62,0.04,10.23,5.76,16.7,87.17,0.6,0.67,0,3.13,4.47,0.570931844,15.294,41.336,10.134,73.91936268,72.9252,9.86634878519242,15.1272849688755,41.3356158027744,0.570931843632345,0.180879517111962,12.2570823530767,-2.0270823530767,16.175,0.735227272727273,10.51,247.38045,0.945533230293663,0.518781302
14,WIH3.2020,-89.5448839,44.1156288,155,2020-06-03,14,21.43,26.75,16.38,17.26,30.03,28.56,34.73,12.82,1.68,0.04,2.44,7.18,12.66,78.67,0.61,0.65,0,2.58,-4.74,0.718224856,15.315,41.402,12.847,69.09888119,68.8436,10.4486183634563,15.1470197055842,41.4024962673043,0.71822485645513,0.157571193961053,12.7661593450964,-10.3261593450964,13.565,0.616590909090909,10.37,207.747975,1.12900847769996,0.598226785
15,WIH3.2020,-89.5448839,44.1156288,156,2020-06-04,15,21.54,27.57,13.54,15.95,28.82,29.14,34.08,13.08,1.68,0.04,0.01,8.63,11.68,73,0.6,0.63,0,1.47,-8.62,0.806396642,15.335,41.465,12.604,68.875358,68.482,10.6577877294337,15.165709818073,41.4653392728184,0.806396641790232,0.149259865188679,12.9314495094107,-12.9214495094107,12.555,0.570681818181818,14.03,192.530925,1.22142572680207,0.60724234
16,WIH3.2020,-89.5448839,44.1156288,157,2020-06-05,16,20.62,25.68,14.82,17.23,30.32,26.64,26.28,12.21,1.61,0.04,7.45,5.81,12.66,81.99,0.6,0.66,0,3,1.64,0.52585857,15.354,41.524,9.717,68.01490462,68.0228,9.74094209155891,15.1833413168575,41.5241368729205,0.525858569906899,0.146824118863448,11.7952624908471,-4.3452624908471,12.25,0.556818181818182,10.86,188.0865,1.25338775510204,0.59214355
17,WIH3.2020,-89.5448839,44.1156288,158,2020-06-06,17,17.46,22.66,12.03,12.78,27.49,29.98,35.81,13.47,1.76,0.04,0,6.89,9.38,75.43,0.59,0.62,0,2.68,-6.89,0.602387839,15.371,41.579,13.238,62.69448722,63.2608,10.9597230168315,15.1999008550966,41.5788817779394,0.602387838922469,0.125261668701411,12.9645089645911,-12.9645089645911,9.345,0.424772727272727,10.63,143.641995,1.64483681112895,0.771477663
18,WIH3.2020,-89.5448839,44.1156288,159,2020-06-07,18,16.06,21.99,11.17,12.52,30.88,22.43,18.25,10.4,1.38,0.03,0.06,3.74,9.3,80.32,0.58,0.61,0,3.45,-3.68,0.533567399,15.388,41.63,6.746,60.59323808,61.7672,8.19804048140262,15.215375763658,41.6295673524729,0.533567399230712,0.120052685216412,9.63321835892247,-9.57321835892247,8.58,0.39,10.82,132.02904,1.79347319347319,0.647571606
19,WIH3.2020,-89.5448839,44.1156288,160,2020-06-08,19,21.17,28.22,12.88,17.18,30.3,30.22,38.31,13.84,1.79,0.05,0,8.8,12.72,79.59,0.58,0.6,0,3.19,-8.8,0.697371102,15.404,41.676,14.16,68.74704097,68.5548,11.0433126157362,15.2297540849683,41.6761876134809,0.697371102315085,0.149219661150037,13.4102266417897,-13.4102266417897,12.55,0.570454545454545,15.34,193.3202,1.22741035856574,0.653755314
20,WIH3.2020,-89.5448839,44.1156288,161,2020-06-09,20,21.59,26.44,16.25,19.1,31.86,14.91,10.81,6.98,0.93,0.02,25.71,3.77,14.43,86.4,0.58,0.68,0,3.61,21.94,0.437543012,15.418,41.719,3.995,69.8999224,69.666,5.44775589972528,15.243024605466,41.7187372288392,0.437543011821079,0.155728263949147,6.65440952311959,19.0555904768804,13.345,0.606590909090909,10.19,205.75321,1.15533907830648,0.323297823
21,WIH3.2020,-89.5448839,44.1156288,162,2020-06-10,21,19.01,24.55,13.7,16.61,31.86,12.78,11.33,6.18,0.87,0.02,16.35,3.96,12.37,86.34,0.62,0.7,0,4.6,12.39,0.435432585,15.432,41.757,4.187,65.60058166,66.1896,4.66892193060614,15.2551768864816,41.7572115162618,0.435432585131406,0.138128391116102,5.60954887697821,10.7404511230218,11.125,0.505681818181818,10.85,171.681,1.38714606741573,0.325092057
22,WIH3.2020,-89.5448839,44.1156288,163,2020-06-11,22,17.07,23.29,10.68,12.43,28,25.02,25.58,11.28,1.47,0.03,0.72,6.6,9.21,75.85,0.61,0.63,0,4.27,-5.88,0.629221694,15.444,41.792,9.453,62.09826905,62.7448,9.13964283439617,15.26620129337,41.7916064425018,0.629221694467022,0.122786997371951,10.7850937059523,-10.0650937059523,8.985,0.408409090909091,12.61,138.76434,1.71886477462437,0.660808436
23,WIH3.2020,-89.5448839,44.1156288,164,2020-06-12,23,15.94,21.53,9.42,12.52,29.76,24.61,20.62,11.24,1.49,0.03,0.25,5.36,9.2,81.01,0.6,0.63,0,1.98,-5.11,0.423687521,15.455,41.822,7.62,60.41083406,61.6472,8.98917513183956,15.2760890227307,41.8219186227457,0.423687521068974,0.112853776677026,10.4596803720929,-10.2096803720929,7.475,0.339772727272727,12.11,115.526125,2.06755852842809,0.705144291
