primaryIdentifier,symbol,name,description,chr,start,end,n_go,go_terms
Zm00032ab150910,,,Transcription repressor,chr3,182958073,182959862,2,GO:0005634 | nucleus | cellular_component; GO:0045892 | negative regulation of DNA-templated transcription | biological_process
Zm00025ab152800,,,RanBP2-type domain-containing protein,chr3,182959666,182965004,6,GO:0003712 | transcription coregulator activity | molecular_function; GO:0003723 | RNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0046872 | metal ion binding | molecular_function
Zm00037ab148450,,,Transcription factor DIVARICATA,chr3,182963832,182965615,5,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006511 | ubiquitin-dependent protein catabolic process | biological_process; GO:0016567 | protein ubiquitination | biological_process; GO:0061630 | ubiquitin protein ligase activity | molecular_function
Zm00026ab147770,,,,chr3,182965196,182966336,1,GO:0016021 | integral component of membrane | cellular_component
Zm00041ab153070,,,Hemerythrin domain-containing protein,chr3,182967708,182971755,1,GO:0055072 | iron ion homeostasis | biological_process
Zm00032ab150920,,,,chr3,182969826,182971019,1,GO:0016021 | integral component of membrane | cellular_component
Zm00032ab150930,,,Period circadian protein-like,chr3,182969947,182970833,1,GO:0003677 | DNA binding | molecular_function
Zm00028ab150980,,,Steroid 5-alpha-reductase DET2,chr3,182970396,182971968,9,GO:0003865 | 3-oxo-5-alpha-steroid 4-dehydrogenase activity | molecular_function; GO:0009917 | sterol 5-alpha reductase activity | molecular_function; GO:0010268 | brassinosteroid homeostasis | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016132 | brassinosteroid biosynthetic process | biological_process; GO:0047751 | cholestenone 5-alpha-reductase activity | molecular_function; GO:0050213 | progesterone 5-alpha-reductase activity | molecular_function; GO:0090377 | seed trichome initiation | biological_process; GO:0090378 | seed trichome elongation | biological_process
Zm00030ab147270,,,Tetratricopeptide repeat (TPR)-like superfamily protein,chr3,182975476,182977974,4,GO:0004601 | peroxidase activity | molecular_function; GO:0006396 | RNA processing | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0098869 | cellular oxidant detoxification | biological_process
Zm00024ab149610,,,Acidic endochitinase,chr3,182977923,182979217,8,"GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0004553 | hydrolase activity, hydrolyzing O-glycosyl compounds | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005634 | nucleus | cellular_component; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0006032 | chitin catabolic process | biological_process; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0050832 | defense response to fungus | biological_process"
Zm00027ab149680,,,Ubiquitinyl hydrolase 1,chr3,182979222,182983797,4,GO:0004843 | cysteine-type deubiquitinase activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016579 | protein deubiquitination | biological_process
Zm00024ab149620,,,Acidic endochitinase,chr3,182980464,182981449,6,"GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0004553 | hydrolase activity, hydrolyzing O-glycosyl compounds | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005634 | nucleus | cellular_component; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0006355 | regulation of DNA-templated transcription | biological_process"
Zm00027ab149700,,,Reticulon-like protein (Fragment),chr3,182983814,182988558,4,GO:0005789 | endoplasmic reticulum membrane | cellular_component; GO:0009617 | response to bacterium | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016491 | oxidoreductase activity | molecular_function
Zm00019ab138840,,,Serine/threonine-protein kinase Nek5,chr3,182987014,182993089,9,GO:0004672 | protein kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0005886 | plasma membrane | cellular_component; GO:0006468 | protein phosphorylation | biological_process; GO:0007017 | microtubule-based process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0030865 | cortical cytoskeleton organization | biological_process; GO:0055028 | cortical microtubule | cellular_component; GO:0097435 | supramolecular fiber organization | biological_process
Zm00033ab156490,,,Protein-serine/threonine phosphatase,chr3,182988596,182990499,9,GO:0005634 | nucleus | cellular_component; GO:0005829 | cytosol | cellular_component; GO:0006470 | protein dephosphorylation | biological_process; GO:0009738 | abscisic acid-activated signaling pathway | biological_process; GO:0009845 | seed germination | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0046872 | metal ion binding | molecular_function; GO:0106306 |  | ; GO:0106307 |  | 
Zm00027ab149710,,,fructokinase-like 1,chr3,182990327,182994794,9,"GO:0005634 | nucleus | cellular_component; GO:0009658 | chloroplast organization | biological_process; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0016773 | phosphotransferase activity, alcohol group as acceptor | molecular_function; GO:0042644 | chloroplast nucleoid | cellular_component; GO:0042793 | plastid transcription | biological_process; GO:0043621 | protein self-association | molecular_function; GO:0044262 | cellular carbohydrate metabolic process | biological_process"
Zm00034ab156740,,,,chr3,183000083,183029547,3,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process
Zm00042ab152190,,,Putative hydroxycinnamoyl transferase,chr3,183005535,183007521,1,"GO:0016747 | acyltransferase activity, transferring groups other than amino-acyl groups | molecular_function"
Zm00030ab147290,,,PlsC domain-containing protein,chr3,183007575,183010800,6,GO:0009908 | flower development | biological_process; GO:0010143 | cutin biosynthetic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016311 | dephosphorylation | biological_process; GO:0016746 | acyltransferase activity | molecular_function; GO:0016791 | phosphatase activity | molecular_function
Zm00035ab152250,,,Alpha-1,chr3,183010506,183022622,11,GO:0005737 | cytoplasm | cellular_component; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0006112 | energy reserve metabolic process | biological_process; GO:0008184 | glycogen phosphorylase activity | molecular_function; GO:0009057 | macromolecule catabolic process | biological_process; GO:0009414 | response to water deprivation | biological_process; GO:0030170 | pyridoxal phosphate binding | molecular_function; GO:0044248 | cellular catabolic process | biological_process; GO:0044260 | cellular macromolecule metabolic process | biological_process; GO:0102250 | linear malto-oligosaccharide phosphorylase activity | molecular_function; GO:0102499 | SHG alpha-glucan phosphorylase activity | molecular_function
Zm00022ab148550,,,F-box/LRR-repeat protein At1g67190,chr3,183012500,183021346,3,GO:0003676 | nucleic acid binding | molecular_function; GO:0005737 | cytoplasm | cellular_component; GO:0008270 | zinc ion binding | molecular_function
Zm00018ab153420,,,Zinc finger CCCH domain-containing protein 11,chr3,183013907,183019922,4,GO:0002181 | cytoplasmic translation | biological_process; GO:0003677 | DNA binding | molecular_function; GO:0005829 | cytosol | cellular_component; GO:0046872 | metal ion binding | molecular_function
Zm00001eb147480,,,Auxin transporter-like protein 1,chr3,183018093,183024610,12,GO:0003333 | amino acid transmembrane transport | biological_process; GO:0005886 | plasma membrane | cellular_component; GO:0006865 | amino acid transport | biological_process; GO:0009734 | auxin-activated signaling pathway | biological_process; GO:0010328 | auxin influx transmembrane transporter activity | molecular_function; GO:0015171 | amino acid transmembrane transporter activity | molecular_function; GO:0015293 | symporter activity | molecular_function; GO:0016020 | membrane | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0048829 | root cap development | biological_process; GO:0055085 | transmembrane transport | biological_process; GO:0060919 | auxin import into cell | biological_process
100285200,LOC100285200,LOC100285200,uncharacterized LOC100285200,chr3,183018246,183024555,3,GO:0005886 | plasma membrane | cellular_component; GO:0006865 | amino acid transport | biological_process; GO:0016021 | integral component of membrane | cellular_component
Zm00023ab151330,,,GABA transporter 1,chr3,183021946,183027225,8,GO:0005886 | plasma membrane | cellular_component; GO:0006865 | amino acid transport | biological_process; GO:0009734 | auxin-activated signaling pathway | biological_process; GO:0015185 | gamma-aminobutyric acid transmembrane transporter activity | molecular_function; GO:0015293 | symporter activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0046942 | carboxylic acid transport | biological_process; GO:0055085 | transmembrane transport | biological_process
Zm00019ab138850,,,FHA domain-containing protein,chr3,183022379,183023409,4,GO:0009506 | plasmodesma | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0046658 | anchored component of plasma membrane | cellular_component; GO:0098542 | defense response to other organism | biological_process
Zm00029ab151810,,,,chr3,183023147,183024926,1,GO:0016021 | integral component of membrane | cellular_component
Zm00035ab152260,,,Steroid 5-alpha-reductase DET2,chr3,183023410,183024978,9,GO:0003865 | 3-oxo-5-alpha-steroid 4-dehydrogenase activity | molecular_function; GO:0009917 | sterol 5-alpha reductase activity | molecular_function; GO:0010268 | brassinosteroid homeostasis | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016132 | brassinosteroid biosynthetic process | biological_process; GO:0047751 | cholestenone 5-alpha-reductase activity | molecular_function; GO:0050213 | progesterone 5-alpha-reductase activity | molecular_function; GO:0090377 | seed trichome initiation | biological_process; GO:0090378 | seed trichome elongation | biological_process
Zm00019ab138860,,,,chr3,183023966,183025006,4,GO:0009506 | plasmodesma | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0046658 | anchored component of plasma membrane | cellular_component; GO:0098542 | defense response to other organism | biological_process
Zm00041ab153080,,,ATP synthase gamma chain like,chr3,183027106,183028057,1,GO:0016021 | integral component of membrane | cellular_component
Zm00028ab151000,,,Ubiquitinyl hydrolase 1,chr3,183028872,183033482,4,GO:0004843 | cysteine-type deubiquitinase activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016579 | protein deubiquitination | biological_process
Zm00027ab149720,,,Laccase,chr3,183029930,183034369,6,GO:0005507 | copper ion binding | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0046274 | lignin catabolic process | biological_process; GO:0048046 | apoplast | cellular_component; GO:0052716 | hydroquinone:oxygen oxidoreductase activity | molecular_function
Zm00036ab151520,,,Putative hydroxycinnamoyl transferase,chr3,183030571,183032487,1,"GO:0016747 | acyltransferase activity, transferring groups other than amino-acyl groups | molecular_function"
Zm00034ab156770,,,Wd repeat-containing protein atcsa-1,chr3,183031856,183039916,14,GO:0000109 | nucleotide-excision repair complex | cellular_component; GO:0000209 | protein polyubiquitination | biological_process; GO:0004402 | histone acetyltransferase activity | molecular_function; GO:0006283 | transcription-coupled nucleotide-excision repair | biological_process; GO:0006475 | internal protein amino acid acetylation | biological_process; GO:0008213 | protein alkylation | biological_process; GO:0016570 | histone modification | biological_process; GO:0018205 | peptidyl-lysine modification | biological_process; GO:0031464 | Cul4A-RING E3 ubiquitin ligase complex | cellular_component; GO:0042393 | histone binding | molecular_function; GO:0043161 | proteasome-mediated ubiquitin-dependent protein catabolic process | biological_process; GO:0043414 | macromolecule methylation | biological_process; GO:0048188 | Set1C/COMPASS complex | cellular_component; GO:0051568 | histone H3-K4 methylation | biological_process
Zm00022ab148580,,,Transcription factor LG2,chr3,183033076,183040432,9,GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005515 | protein binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006351 | DNA-templated transcription | biological_process; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0006952 | defense response | biological_process; GO:0043565 | sequence-specific DNA binding | molecular_function; GO:1903508 | positive regulation of nucleic acid-templated transcription | biological_process; GO:1905623 | positive regulation of leaf development | biological_process
Zm00028ab151020,,,Reticulon domain-containing protein,chr3,183033954,183038118,4,GO:0005789 | endoplasmic reticulum membrane | cellular_component; GO:0009617 | response to bacterium | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016491 | oxidoreductase activity | molecular_function
Zm00021ab148980,,,UPF0503 protein chloroplastic,chr3,183036343,183038846,1,GO:0005886 | plasma membrane | cellular_component
Zm00041ab153100,,,Glucan endo-1,chr3,183036700,183039833,4,"GO:0004553 | hydrolase activity, hydrolyzing O-glycosyl compounds | molecular_function; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0046658 | anchored component of plasma membrane | cellular_component"
Zm00020ab149210,,,RING-CH-type domain-containing protein,chr3,183037214,183041021,5,GO:0008270 | zinc ion binding | molecular_function; GO:0009055 | electron transfer activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0020037 | heme binding | molecular_function; GO:0022900 | electron transport chain | biological_process
Zm00028ab151030,,,fructokinase-like 1,chr3,183040045,183043875,9,"GO:0005634 | nucleus | cellular_component; GO:0009658 | chloroplast organization | biological_process; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0016773 | phosphotransferase activity, alcohol group as acceptor | molecular_function; GO:0042644 | chloroplast nucleoid | cellular_component; GO:0042793 | plastid transcription | biological_process; GO:0043621 | protein self-association | molecular_function; GO:0044262 | cellular carbohydrate metabolic process | biological_process"
Zm00022ab148590,LOC100284117,,Dual specificity protein phosphatase Diacylglycerol kinase catalytic region,chr3,183041102,183048644,7,GO:0006470 | protein dephosphorylation | biological_process; GO:0008138 | protein tyrosine/serine/threonine phosphatase activity | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0106306 |  | ; GO:0106307 |  | 
Zm00041ab153120,,,GH18 domain-containing protein,chr3,183043008,183044652,5,"GO:0004553 | hydrolase activity, hydrolyzing O-glycosyl compounds | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0061783 | peptidoglycan muralytic activity | molecular_function"
Zm00031ab152710,,,Tetratricopeptide repeat (TPR)-like superfamily protein,chr3,183043201,183045705,4,GO:0004601 | peroxidase activity | molecular_function; GO:0006396 | RNA processing | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0098869 | cellular oxidant detoxification | biological_process
Zm00020ab149220,,,Plant inositol phosphorylceramide synthase,chr3,183043430,183049156,12,GO:0005802 | trans-Golgi network | cellular_component; GO:0005887 | integral component of plasma membrane | cellular_component; GO:0006665 | sphingolipid metabolic process | biological_process; GO:0006952 | defense response | biological_process; GO:0030173 | integral component of Golgi membrane | cellular_component; GO:0030176 | integral component of endoplasmic reticulum membrane | cellular_component; GO:0033188 | sphingomyelin synthase activity | molecular_function; GO:0043604 | amide biosynthetic process | biological_process; GO:0045140 | inositol phosphoceramide synthase activity | molecular_function; GO:0046467 | membrane lipid biosynthetic process | biological_process; GO:0047493 | ceramide cholinephosphotransferase activity | molecular_function; GO:1901566 | organonitrogen compound biosynthetic process | biological_process
Zm00032ab150950,,,Transcription factor DIVARICATA,chr3,183045820,183047293,2,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component
Zm00026ab147810,,,Myb-like domain-containing protein,chr3,183049482,183050963,1,GO:0003677 | DNA binding | molecular_function
Zm00038ab149980,,,Transcription initiation factor TFIID subunit 12,chr3,183051586,183057413,11,GO:0000124 | SAGA complex | cellular_component; GO:0003677 | DNA binding | molecular_function; GO:0003743 | translation initiation factor activity | molecular_function; GO:0005669 | transcription factor TFIID complex | cellular_component; GO:0006352 | DNA-templated transcription initiation | biological_process; GO:0006366 | transcription by RNA polymerase II | biological_process; GO:0006413 | translational initiation | biological_process; GO:0017025 | TBP-class protein binding | molecular_function; GO:0046695 | SLIK (SAGA-like) complex | cellular_component; GO:0046982 | protein heterodimerization activity | molecular_function; GO:0065004 | protein-DNA complex assembly | biological_process
Zm00021ab148990,,,Sedoheptulose-1,chr3,183052567,183058822,19,"GO:0004864 | protein phosphatase inhibitor activity | molecular_function; GO:0005886 | plasma membrane | cellular_component; GO:0005986 | sucrose biosynthetic process | biological_process; GO:0006000 | fructose metabolic process | biological_process; GO:0006002 | fructose 6-phosphate metabolic process | biological_process; GO:0006094 | gluconeogenesis | biological_process; GO:0009570 | chloroplast stroma | cellular_component; GO:0009579 | thylakoid | cellular_component; GO:0009738 | abscisic acid-activated signaling pathway | biological_process; GO:0009941 | chloroplast envelope | cellular_component; GO:0016311 | dephosphorylation | biological_process; GO:0016791 | phosphatase activity | molecular_function; GO:0019252 | starch biosynthetic process | biological_process; GO:0019253 | reductive pentose-phosphate cycle | biological_process; GO:0030388 | fructose 1,6-bisphosphate metabolic process | biological_process; GO:0042742 | defense response to bacterium | biological_process; GO:0043086 | negative regulation of catalytic activity | biological_process; GO:0046872 | metal ion binding | molecular_function; GO:0048046 | apoplast | cellular_component"
Zm00019ab138880,,,,chr3,183058025,183058898,1,GO:0016021 | integral component of membrane | cellular_component
100382678,LOC100382678,LOC100382678,uncharacterized LOC100382678,chr3,183063267,183069527,5,GO:0003688 | DNA replication origin binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006270 | DNA replication initiation | biological_process; GO:0033314 | mitotic DNA replication checkpoint signaling | biological_process; GO:0051301 | cell division | biological_process
Zm00001eb147490,,,Cell division control protein,chr3,183063306,183069604,7,GO:0003688 | DNA replication origin binding | molecular_function; GO:0004620 | phospholipase activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006270 | DNA replication initiation | biological_process; GO:0033314 | mitotic DNA replication checkpoint signaling | biological_process; GO:0047372 | acylglycerol lipase activity | molecular_function; GO:0051301 | cell division | biological_process
Zm00023ab151340,,,Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase,chr3,183064861,183077320,5,"GO:0005886 | plasma membrane | cellular_component; GO:0009245 | lipid A biosynthetic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016765 | transferase activity, transferring alkyl or aryl (other than methyl) groups | molecular_function; GO:0043842 | Kdo transferase activity | molecular_function"
Zm00024ab149630,,,Acidic endochitinase,chr3,183065248,183066276,6,"GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0004553 | hydrolase activity, hydrolyzing O-glycosyl compounds | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005634 | nucleus | cellular_component; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0006355 | regulation of DNA-templated transcription | biological_process"
Zm00024ab149640,,,Ribosomal protein (Fragment),chr3,183066725,183069757,6,GO:0000470 | maturation of LSU-rRNA | biological_process; GO:0003723 | RNA binding | molecular_function; GO:0003735 | structural constituent of ribosome | molecular_function; GO:0006412 | translation | biological_process; GO:0015934 | large ribosomal subunit | cellular_component; GO:0022626 | cytosolic ribosome | cellular_component
Zm00019ab138890,,,Transcription repressor,chr3,183067253,183068668,6,GO:0005515 | protein binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0005737 | cytoplasm | cellular_component; GO:0009742 | brassinosteroid mediated signaling pathway | biological_process; GO:0045892 | negative regulation of DNA-templated transcription | biological_process; GO:1900457 | regulation of brassinosteroid mediated signaling pathway | biological_process
Zm00028ab151040,,,Laccase,chr3,183069474,183073329,6,GO:0005507 | copper ion binding | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0046274 | lignin catabolic process | biological_process; GO:0048046 | apoplast | cellular_component; GO:0052716 | hydroquinone:oxygen oxidoreductase activity | molecular_function
Zm00019ab138900,,,Transcription repressor,chr3,183077091,183079143,2,GO:0005634 | nucleus | cellular_component; GO:0045892 | negative regulation of DNA-templated transcription | biological_process
Zm00030ab147300,,,Cytochrome P450,chr3,183077222,183079295,8,"GO:0004497 | monooxygenase activity | molecular_function; GO:0005506 | iron ion binding | molecular_function; GO:0005773 | vacuole | cellular_component; GO:0006631 | fatty acid metabolic process | biological_process; GO:0010345 | suberin biosynthetic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016705 | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen | molecular_function; GO:0020037 | heme binding | molecular_function"
Zm00028ab151050,,,Laccase,chr3,183077359,183080237,5,GO:0005507 | copper ion binding | molecular_function; GO:0016021 | integral component of membrane | cellular_component; GO:0046274 | lignin catabolic process | biological_process; GO:0048046 | apoplast | cellular_component; GO:0052716 | hydroquinone:oxygen oxidoreductase activity | molecular_function
Zm00032ab150970,,,NAC domain-containing protein,chr3,183080296,183081999,4,GO:0003677 | DNA binding | molecular_function; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0006898 | receptor-mediated endocytosis | biological_process; GO:0010008 | endosome membrane | cellular_component
Zm00022ab148600,,,Protein ABSCISIC ACID-INSENSITIVE 5,chr3,183081163,183083259,15,GO:0003700 | DNA-binding transcription factor activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0009409 | response to cold | biological_process; GO:0009414 | response to water deprivation | biological_process; GO:0009651 | response to salt stress | biological_process; GO:0009737 | response to abscisic acid | biological_process; GO:0009738 | abscisic acid-activated signaling pathway | biological_process; GO:0009755 | hormone-mediated signaling pathway | biological_process; GO:0009845 | seed germination | biological_process; GO:0010152 | pollen maturation | biological_process; GO:0042803 | protein homodimerization activity | molecular_function; GO:0043565 | sequence-specific DNA binding | molecular_function; GO:0045893 | positive regulation of DNA-templated transcription | biological_process; GO:0071396 | cellular response to lipid | biological_process; GO:0097306 | cellular response to alcohol | biological_process
Zm00026ab147820,,,NAC domain-containing protein,chr3,183085266,183087373,5,GO:0003677 | DNA binding | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0006355 | regulation of DNA-templated transcription | biological_process; GO:0006898 | receptor-mediated endocytosis | biological_process; GO:0010008 | endosome membrane | cellular_component
Zm00019ab138910,,,,chr3,183086475,183087658,1,GO:0016021 | integral component of membrane | cellular_component
Zm00019ab138920,,,Period circadian protein-like,chr3,183086650,183087548,1,GO:0003677 | DNA binding | molecular_function
Zm00031ab152720,,,Glycerol-3-phosphate acyltransferase 6,chr3,183087699,183091041,6,GO:0009908 | flower development | biological_process; GO:0010143 | cutin biosynthetic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016311 | dephosphorylation | biological_process; GO:0016746 | acyltransferase activity | molecular_function; GO:0016791 | phosphatase activity | molecular_function
Zm00021ab149000,,,probable anion transporter 4,chr3,183088509,183091983,10,GO:0004672 | protein kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0006468 | protein phosphorylation | biological_process; GO:0006817 | phosphate ion transport | biological_process; GO:0009536 | plastid | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0022857 | transmembrane transporter activity | molecular_function; GO:0031090 | organelle membrane | cellular_component; GO:0031967 | organelle envelope | cellular_component; GO:0055085 | transmembrane transport | biological_process
Zm00035ab152270,,,Ubiquitinyl hydrolase 1,chr3,183090793,183095091,4,GO:0004843 | cysteine-type deubiquitinase activity | molecular_function; GO:0005634 | nucleus | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016579 | protein deubiquitination | biological_process
Zm00022ab148610,,,AB hydrolase-1 domain-containing protein,chr3,183090993,183093057,5,GO:0005773 | vacuole | cellular_component; GO:0009505 | plant-type cell wall | cellular_component; GO:0009506 | plasmodesma | cellular_component; GO:0016021 | integral component of membrane | cellular_component; GO:0016787 | hydrolase activity | molecular_function
Zm00037ab148460,,,coronatine-insensitive protein homolog 1b,chr3,183093063,183098818,22,GO:0002213 | defense response to insect | biological_process; GO:0005515 | protein binding | molecular_function; GO:0006888 | endoplasmic reticulum to Golgi vesicle-mediated transport | biological_process; GO:0009611 | response to wounding | biological_process; GO:0009625 | response to insect | biological_process; GO:0009641 | shade avoidance | biological_process; GO:0009867 | jasmonic acid mediated signaling pathway | biological_process; GO:0009901 | anther dehiscence | biological_process; GO:0009909 | regulation of flower development | biological_process; GO:0010118 | stomatal movement | biological_process; GO:0010218 | response to far red light | biological_process; GO:0019005 | SCF ubiquitin ligase complex | cellular_component; GO:0031146 | SCF-dependent proteasomal ubiquitin-dependent protein catabolic process | biological_process; GO:0031348 | negative regulation of defense response | biological_process; GO:0042742 | defense response to bacterium | biological_process; GO:0048364 | root development | biological_process; GO:0050832 | defense response to fungus | biological_process; GO:0106167 | extracellular ATP signaling | biological_process; GO:1990070 | TRAPPI protein complex | cellular_component; GO:1990071 | TRAPPII protein complex | cellular_component; GO:1990072 | TRAPPIII protein complex | cellular_component; GO:2000022 | regulation of jasmonic acid mediated signaling pathway | biological_process
Zm00021ab149020,,,Protein kinase domain-containing protein (Fragment),chr3,183094874,183095564,3,GO:0004672 | protein kinase activity | molecular_function; GO:0005524 | ATP binding | molecular_function; GO:0006468 | protein phosphorylation | biological_process
Zm00035ab152290,,,Reticulon-like protein (Fragment),chr3,183095926,183100065,3,GO:0005789 | endoplasmic reticulum membrane | cellular_component; GO:0009617 | response to bacterium | biological_process; GO:0016021 | integral component of membrane | cellular_component
Zm00041ab153130,,,GH18 domain-containing protein,chr3,183098911,183100096,6,"GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0004553 | hydrolase activity, hydrolyzing O-glycosyl compounds | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005634 | nucleus | cellular_component; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0006355 | regulation of DNA-templated transcription | biological_process"
Zm00041ab153140,,,GH18 domain-containing protein,chr3,183101363,183102432,6,"GO:0000976 | transcription cis-regulatory region binding | molecular_function; GO:0004553 | hydrolase activity, hydrolyzing O-glycosyl compounds | molecular_function; GO:0005576 | extracellular region | cellular_component; GO:0005634 | nucleus | cellular_component; GO:0005975 | carbohydrate metabolic process | biological_process; GO:0006355 | regulation of DNA-templated transcription | biological_process"
Zm00035ab152300,,,fructokinase-like 1,chr3,183102519,183107592,8,"GO:0009658 | chloroplast organization | biological_process; GO:0016301 | kinase activity | molecular_function; GO:0016310 | phosphorylation | biological_process; GO:0016773 | phosphotransferase activity, alcohol group as acceptor | molecular_function; GO:0042644 | chloroplast nucleoid | cellular_component; GO:0042793 | plastid transcription | biological_process; GO:0043621 | protein self-association | molecular_function; GO:0044262 | cellular carbohydrate metabolic process | biological_process"
Zm00018ab153430,,,Protein-serine/threonine phosphatase,chr3,183105059,183105404,4,GO:0006470 | protein dephosphorylation | biological_process; GO:0016779 | nucleotidyltransferase activity | molecular_function; GO:0106306 |  | ; GO:0106307 |  | 
Zm00020ab149230,,,3-phosphoshikimate 1-carboxyvinyltransferase,chr3,183105993,183108635,1,GO:0016740 | transferase activity | molecular_function
Zm00034ab156790,,,,chr3,183107758,183263341,3,"GO:0000398 | mRNA splicing, via spliceosome | biological_process; GO:0005634 | nucleus | cellular_component; GO:1990904 | ribonucleoprotein complex | cellular_component"
Zm00001eb147510,,,nematode resistance protein-like HSPRO2,chr3,183111513,183113625,4,GO:0006952 | defense response | biological_process; GO:0019441 | tryptophan catabolic process to kynurenine | biological_process; GO:0020037 | heme binding | molecular_function; GO:0046872 | metal ion binding | molecular_function
100284742,LOC100284742,LOC100284742,nematode-resistance protein,chr3,183111780,183113528,4,GO:0006952 | defense response | biological_process; GO:0019441 | tryptophan catabolic process to kynurenine | biological_process; GO:0020037 | heme binding | molecular_function; GO:0046872 | metal ion binding | molecular_function
Zm00031ab152730,,,Cytochrome P450,chr3,183122495,183124619,8,"GO:0004497 | monooxygenase activity | molecular_function; GO:0005506 | iron ion binding | molecular_function; GO:0005773 | vacuole | cellular_component; GO:0006631 | fatty acid metabolic process | biological_process; GO:0010345 | suberin biosynthetic process | biological_process; GO:0016021 | integral component of membrane | cellular_component; GO:0016705 | oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen | molecular_function; GO:0020037 | heme binding | molecular_function"
